#ticker, date, time, askprice
"PPL","27-DEC-2005","14:31:22.517",29.96
"Q","27-DEC-2005","14:31:22.517",5.69
"RES","27-DEC-2005","14:31:22.517",26.89
"RIO","27-DEC-2005","14:31:22.517",40.81
"PCG","27-DEC-2005","14:31:22.519",37.46
"PCG","27-DEC-2005","14:31:22.519",37.46
"PCZ","27-DEC-2005","14:31:22.519",40.01
"PKI","27-DEC-2005","14:31:22.519",23.25
"PMI","27-DEC-2005","14:31:22.519",41.18
"PMI","27-DEC-2005","14:31:22.519",41.18
"PNR","27-DEC-2005","14:31:22.519",34.9
"REM","27-DEC-2005","14:31:22.519",37.59
"RI","27-DEC-2005","14:31:22.519",26.35
"ROK","27-DEC-2005","14:31:22.519",59.31
"RT","27-DEC-2005","14:31:22.519",24.38
"HMB","27-DEC-2005","14:31:22.582",8.11
"HOT","27-DEC-2005","14:31:22.582",63.86
"HPC","27-DEC-2005","14:31:22.582",11.65
"HSP","27-DEC-2005","14:31:22.582",44
"HZO","27-DEC-2005","14:31:22.582",30.14
"IMI","27-DEC-2005","14:31:22.582",31.67
"JBK","27-DEC-2005","14:31:22.582",21.75
"KMX","27-DEC-2005","14:31:22.582",28.33
"KRB","27-DEC-2005","14:31:22.582",27.58
"PNM","27-DEC-2005","14:31:22.582",24.74
"RBC","27-DEC-2005","14:31:22.582",35.24
"RDA","27-DEC-2005","14:31:22.582",15.42
"GY","27-DEC-2005","14:31:22.585",18.4
"HB","27-DEC-2005","14:31:22.585",49.33
"HPQ","27-DEC-2005","14:31:22.585",28.88
"JBL","27-DEC-2005","14:31:22.585",37.54
"JOR","27-DEC-2005","14:31:22.585",10.1
"KDN","27-DEC-2005","14:31:22.585",33.12
"DHI","27-DEC-2005","14:31:22.587",36.34
"KEF","27-DEC-2005","14:31:22.587",9.2
"TMS","27-DEC-2005","14:31:22.587",0
"WMB","27-DEC-2005","14:31:22.587",0
"ESE","27-DEC-2005","14:31:22.588",44.97
"FSL","27-DEC-2005","14:31:22.588",25.94
"NUS","27-DEC-2005","14:31:22.588",0
"DGX","27-DEC-2005","14:31:22.589",52.39
"DUK","27-DEC-2005","14:31:22.589",27.88
"ET","27-DEC-2005","14:31:22.589",21.54
"F","27-DEC-2005","14:31:22.589",7.94
"GE","27-DEC-2005","14:31:22.589",35.56
"DD","27-DEC-2005","14:31:22.590",43.2
"DHR","27-DEC-2005","14:31:22.590",55.87
"EDR","27-DEC-2005","14:31:22.590",13.26
"FD","27-DEC-2005","14:31:22.590",66.37
"FDP","27-DEC-2005","14:31:22.590",23.77
"GPS","27-DEC-2005","14:31:22.590",17.71
"GPS","27-DEC-2005","14:31:22.590",17.71
"GPS","27-DEC-2005","14:31:22.590",17.71
"FDP","27-DEC-2005","14:31:22.591",23.79
"DLM","27-DEC-2005","14:31:22.592",10.47
"DRH","27-DEC-2005","14:31:22.592",12.01
"FHN","27-DEC-2005","14:31:22.592",39.76
"FSL","27-DEC-2005","14:31:22.592",25.94
"SNY","27-DEC-2005","14:31:22.659",45.21
"DD","27-DEC-2005","14:31:22.782",0
"ET","27-DEC-2005","14:31:22.784",0
"HPQ","27-DEC-2005","14:31:22.784",0
"ARW","27-DEC-2005","14:31:22.785",0
"FDP","27-DEC-2005","14:31:22.785",0
"GPS","27-DEC-2005","14:31:22.785",0
"IOO","27-DEC-2005","14:31:22.785",0
"AWF","27-DEC-2005","14:31:22.786",0
"BMC","27-DEC-2005","14:31:22.786",0
"CC","27-DEC-2005","14:31:22.786",0
"CCL","27-DEC-2005","14:31:22.786",0
"FSL","27-DEC-2005","14:31:22.786",0
"ALJ","27-DEC-2005","14:31:22.788",0
"CRK","27-DEC-2005","14:31:22.788",0
"L","27-DEC-2005","14:31:22.850",7.8
"LEH","27-DEC-2005","14:31:22.852",128.86
"MCO","27-DEC-2005","14:31:22.852",62.26
"MDP","27-DEC-2005","14:31:22.852",51.84
"MI","27-DEC-2005","14:31:22.852",44.06
"MOD","27-DEC-2005","14:31:22.852",33.65
"MOT","27-DEC-2005","14:31:22.852",23.49
"MTU","27-DEC-2005","14:31:22.852",14.23
"MU","27-DEC-2005","14:31:22.852",13.74
"NOC","27-DEC-2005","14:31:22.852",59.6
"LIN","27-DEC-2005","14:31:22.853",24.19
"LSI","27-DEC-2005","14:31:22.853",8.23
"MXO","27-DEC-2005","14:31:22.853",7.1
"PCG","27-DEC-2005","14:31:22.854",0
"MAT","27-DEC-2005","14:31:22.856",0
"MOT","27-DEC-2005","14:31:22.856",0
"MSP","27-DEC-2005","14:31:22.856",0
"NCI","27-DEC-2005","14:31:22.856",0
"SGR","27-DEC-2005","14:31:22.856",0
"WFR","27-DEC-2005","14:31:22.856",0
"WLP","27-DEC-2005","14:31:22.856",0
"PMI","27-DEC-2005","14:31:22.857",0
"RCI","27-DEC-2005","14:31:22.857",0
"RIG","27-DEC-2005","14:31:22.857",0
"RL","27-DEC-2005","14:31:22.857",0
"ROK","27-DEC-2005","14:31:22.857",0
"TLB","27-DEC-2005","14:31:22.857",0
"VDM","27-DEC-2005","14:31:22.919",7.1
"VLO","27-DEC-2005","14:31:22.919",52
"WM","27-DEC-2005","14:31:22.919",44.48
"VOD","27-DEC-2005","14:31:22.920",21.36
"WFR","27-DEC-2005","14:31:22.920",23.1
"KNX","27-DEC-2005","14:31:22.921",22.32
"SHO","27-DEC-2005","14:31:22.921",26.92
"SM","27-DEC-2005","14:31:22.921",37.93
"SWY","27-DEC-2005","14:31:22.921",24.52
"TMS","27-DEC-2005","14:31:22.921",21.39
"TNE","27-DEC-2005","14:31:22.921",18.05
"TSO","27-DEC-2005","14:31:22.921",60.96
"UNM","27-DEC-2005","14:31:22.921",22.64
"UPS","27-DEC-2005","14:31:22.921",77.36
"WAG","27-DEC-2005","14:31:22.921",44.87
"WYE","27-DEC-2005","14:31:22.921",47.52
"STR","27-DEC-2005","14:31:22.922",78.5
"SYY","27-DEC-2005","14:31:22.922",31.92
"SYY","27-DEC-2005","14:31:22.922",31.89
"TEF","27-DEC-2005","14:31:22.922",45.19
"TEF","27-DEC-2005","14:31:22.922",45.25
"VIAb","27-DEC-2005","14:31:22.922",33.25
"VIAb","27-DEC-2005","14:31:22.922",33.25
"VZ","27-DEC-2005","14:31:22.922",30.5
"WFR","27-DEC-2005","14:31:22.922",23.1
"VVI","27-DEC-2005","14:31:22.983",30.83
"WC","27-DEC-2005","14:31:22.983",78.7
"WHI","27-DEC-2005","14:31:22.983",8.41
"WMT","27-DEC-2005","14:31:22.983",48.43
"ADP","27-DEC-2005","14:31:22.989",46.79
"BA","27-DEC-2005","14:31:22.989",71.99
"AAI","27-DEC-2005","14:31:22.991",15.6
"ADC","27-DEC-2005","14:31:22.991",29.3
"AXE","27-DEC-2005","14:31:22.991",39.84
"BAX","27-DEC-2005","14:31:22.991",37.89
"BLS","27-DEC-2005","14:31:22.993",27.59
"BMY","27-DEC-2005","14:31:22.993",23.6
"BTU","27-DEC-2005","14:31:22.993",82.24
"CBB","27-DEC-2005","14:31:22.993",3.6
"CBK","27-DEC-2005","14:31:22.993",18.11
"CCI","27-DEC-2005","14:31:22.993",27.18
"CCJ","27-DEC-2005","14:31:22.993",61.98
"COE","27-DEC-2005","14:31:22.993",15.98
"ACE","27-DEC-2005","14:31:22.995",54.06
"AEP","27-DEC-2005","14:31:22.995",37.25
"BKS","27-DEC-2005","14:31:22.995",43.1
"CCJ","27-DEC-2005","14:31:22.995",61.99
"CAL","27-DEC-2005","14:31:23.056",21.3
"CBK","27-DEC-2005","14:31:23.056",18.11
"CCU","27-DEC-2005","14:31:23.056",31.9
"HPC","27-DEC-2005","14:31:23.056",11.62
"K","27-DEC-2005","14:31:23.056",44.12
"HCA","27-DEC-2005","14:31:23.058",51.63
"HLT","27-DEC-2005","14:31:23.058",22.71
"HLT","27-DEC-2005","14:31:23.058",22.71
"HMY","27-DEC-2005","14:31:23.058",13.16
"HPQ","27-DEC-2005","14:31:23.058",28.86
"HRP","27-DEC-2005","14:31:23.058",10.53
"DPZ","27-DEC-2005","14:31:23.061",25.13
"JPM","27-DEC-2005","14:31:23.061",40.49
"KFY","27-DEC-2005","14:31:23.061",18.88
"EN","27-DEC-2005","14:31:23.063",40.08
"F","27-DEC-2005","14:31:23.063",7.94
"GM","27-DEC-2005","14:31:23.063",19.03
"VDM","27-DEC-2005","14:31:23.063",0
"WMT","27-DEC-2005","14:31:23.063",0
"WYE","27-DEC-2005","14:31:23.063",0
"DHR","27-DEC-2005","14:31:23.065",55.87
"DTV","27-DEC-2005","14:31:23.065",14.44
"ELS","27-DEC-2005","14:31:23.065",46
"EOG","27-DEC-2005","14:31:23.065",75.2
"FSL","27-DEC-2005","14:31:23.065",25.94
"GM","27-DEC-2005","14:31:23.065",19.03
"GPN","27-DEC-2005","14:31:23.065",47.89
"GPN","27-DEC-2005","14:31:23.065",47.89
"GPS","27-DEC-2005","14:31:23.065",17.71
"DBD","27-DEC-2005","14:31:23.128",38.93
"GCA","27-DEC-2005","14:31:23.128",14.81
"GPK","27-DEC-2005","14:31:23.128",2.37
"PCZ","27-DEC-2005","14:31:23.135",40
"PCG","27-DEC-2005","14:31:23.136",37.46
"PCU","27-DEC-2005","14:31:23.136",68.33
"PGN","27-DEC-2005","14:31:23.136",44.49
"PKI","27-DEC-2005","14:31:23.136",23.25
"RAD","27-DEC-2005","14:31:23.136",3.51
"RCI","27-DEC-2005","14:31:23.136",47.33
"RJF","27-DEC-2005","14:31:23.136",38.34
"RMK","27-DEC-2005","14:31:23.136",27.49
"MRK","27-DEC-2005","14:31:23.138",32.07
"PFB","27-DEC-2005","14:31:23.138",31.35
"MEE","27-DEC-2005","14:31:23.140",38.81
"NYT","27-DEC-2005","14:31:23.140",26.45
"PNM","27-DEC-2005","14:31:23.140",24.74
"RDA","27-DEC-2005","14:31:23.140",15.41
"RES","27-DEC-2005","14:31:23.140",26.89
"HLT","27-DEC-2005","14:31:23.203",0
"NFB","27-DEC-2005","14:31:23.203",27.58
"NWK","27-DEC-2005","14:31:23.203",4.4
"NX","27-DEC-2005","14:31:23.203",50.07
"PCZ","27-DEC-2005","14:31:23.203",40
"PLD","27-DEC-2005","14:31:23.203",47.03
"RL","27-DEC-2005","14:31:23.203",56.8
"RPM","27-DEC-2005","14:31:23.203",18.34
"KEF","27-DEC-2005","14:31:23.204",0
"DTV","27-DEC-2005","14:31:23.205",0
"GM","27-DEC-2005","14:31:23.205",0
"GPN","27-DEC-2005","14:31:23.205",0
"GPS","27-DEC-2005","14:31:23.205",0
"GRP","27-DEC-2005","14:31:23.205",0
"HPC","27-DEC-2005","14:31:23.205",0
"ACH","27-DEC-2005","14:31:23.206",0
"BKS","27-DEC-2005","14:31:23.206",0
"CBB","27-DEC-2005","14:31:23.206",0
"CCJ","27-DEC-2005","14:31:23.206",0
"CEY","27-DEC-2005","14:31:23.206",41
"CVS","27-DEC-2005","14:31:23.206",27.26
"JPM","27-DEC-2005","14:31:23.206",0
"K","27-DEC-2005","14:31:23.206",0
"PV","27-DEC-2005","14:31:23.206",53.25
"HEW","27-DEC-2005","14:31:23.327",26.94
"JNC","27-DEC-2005","14:31:23.327",43.08
"KBH","27-DEC-2005","14:31:23.327",75.04
"SON","27-DEC-2005","14:31:23.327",29.67
"MTU","27-DEC-2005","14:31:23.388",0
"NEM","27-DEC-2005","14:31:23.388",0
"MTU","27-DEC-2005","14:31:23.390",0
"NIM","27-DEC-2005","14:31:23.390",0
"RDA","27-DEC-2005","14:31:23.390",0
"UAG","27-DEC-2005","14:31:23.390",0
"PEP","27-DEC-2005","14:31:23.459",0
"SWY","27-DEC-2005","14:31:23.459",0
"SYY","27-DEC-2005","14:31:23.459",0
"AET","27-DEC-2005","14:31:23.521",96.56
"BJ","27-DEC-2005","14:31:23.521",30.38
"VIAb","27-DEC-2005","14:31:23.521",0
"VLO","27-DEC-2005","14:31:23.521",0
"ACH","27-DEC-2005","14:31:23.522",78.46
"AL","27-DEC-2005","14:31:23.522",41.06
"AXL","27-DEC-2005","14:31:23.522",18.44
"BLS","27-DEC-2005","14:31:23.522",27.58
"CHT","27-DEC-2005","14:31:23.522",17.8
"CMI","27-DEC-2005","14:31:23.522",91.34
"BW","27-DEC-2005","14:31:23.525",16.06
"CBC","27-DEC-2005","14:31:23.525",38.11
"CCL","27-DEC-2005","14:31:23.525",53.66
"CHI","27-DEC-2005","14:31:23.525",20.22
"COH","27-DEC-2005","14:31:23.525",33.47
"CSE","27-DEC-2005","14:31:23.525",22.5
"CUK","27-DEC-2005","14:31:23.525",56.96
"CVS","27-DEC-2005","14:31:23.525",27.26
"BMC","27-DEC-2005","14:31:23.527",21.03
"CBK","27-DEC-2005","14:31:23.527",18.12
"CCU","27-DEC-2005","14:31:23.527",31.9
"CHK","27-DEC-2005","14:31:23.527",31.5
"CTL","27-DEC-2005","14:31:23.527",33.7
"UAG","27-DEC-2005","14:31:23.527",38.28
"VZ","27-DEC-2005","14:31:23.527",30.5
"VZ","27-DEC-2005","14:31:23.527",30.5
"ZMH","27-DEC-2005","14:31:23.527",69.11
"SFI","27-DEC-2005","14:31:23.529",36.05
"SGR","27-DEC-2005","14:31:23.529",31.01
"SON","27-DEC-2005","14:31:23.529",29.68
"TSO","27-DEC-2005","14:31:23.529",60.96
"TSY","27-DEC-2005","14:31:23.529",14.94
"UIS","27-DEC-2005","14:31:23.529",5.9
"VDM","27-DEC-2005","14:31:23.529",7.1
"WYE","27-DEC-2005","14:31:23.529",47.53
"SHO","27-DEC-2005","14:31:23.531",26.91
"SLR","27-DEC-2005","14:31:23.531",3.67
"SNH","27-DEC-2005","14:31:23.531",17.52
"TMS","27-DEC-2005","14:31:23.531",21.39
"TNM","27-DEC-2005","14:31:23.531",24.49
"TWP","27-DEC-2005","14:31:23.531",27.66
"TWX","27-DEC-2005","14:31:23.531",17.71
"TWX","27-DEC-2005","14:31:23.531",17.72
"TWX","27-DEC-2005","14:31:23.531",17.72
"MTU","27-DEC-2005","14:31:23.533",14.23
"TEF","27-DEC-2005","14:31:23.533",45.25
"UCI","27-DEC-2005","14:31:23.533",36.16
"UDR","27-DEC-2005","14:31:23.533",23.56
"UDR","27-DEC-2005","14:31:23.533",23.56
"UFI","27-DEC-2005","14:31:23.533",2.95
"UIS","27-DEC-2005","14:31:23.533",5.9
"MCO","27-DEC-2005","14:31:23.535",62.26
"MEE","27-DEC-2005","14:31:23.535",38.81
"MMM","27-DEC-2005","14:31:23.535",78.69
"NCR","27-DEC-2005","14:31:23.535",34.44
"NEM","27-DEC-2005","14:31:23.535",52.73
"NOK","27-DEC-2005","14:31:23.535",18.7
"NEM","27-DEC-2005","14:31:23.537",52.73
"NFG","27-DEC-2005","14:31:23.537",32.43
"NIM","27-DEC-2005","14:31:23.537",9.69
"OCN","27-DEC-2005","14:31:23.537",8.79
"PCU","27-DEC-2005","14:31:23.537",68.33
"PEP","27-DEC-2005","14:31:23.537",59.05
"RAH","27-DEC-2005","14:31:23.537",40.7
"RRD","27-DEC-2005","14:31:23.537",34.67
"OMG","27-DEC-2005","14:31:23.599",19.48
"OSK","27-DEC-2005","14:31:23.599",45
"PKI","27-DEC-2005","14:31:23.599",23.25
"POL","27-DEC-2005","14:31:23.599",6.5
"REM","27-DEC-2005","14:31:23.599",37.59
"ROL","27-DEC-2005","14:31:23.599",20.16
"RSH","27-DEC-2005","14:31:23.599",21.26
"RTN","27-DEC-2005","14:31:23.599",40.14
"HNZ","27-DEC-2005","14:31:23.601",33.85
"IBM","27-DEC-2005","14:31:23.601",83.6
"K","27-DEC-2005","14:31:23.601",44.12
"NBR","27-DEC-2005","14:31:23.601",76.61
"PNR","27-DEC-2005","14:31:23.601",34.9
"HAR","27-DEC-2005","14:31:23.603",97.3
"HB","27-DEC-2005","14:31:23.603",49.33
"HDI","27-DEC-2005","14:31:23.603",51.95
"HEW","27-DEC-2005","14:31:23.603",26.94
"HNP","27-DEC-2005","14:31:23.603",26.55
"HOT","27-DEC-2005","14:31:23.603",63.86
"IBM","27-DEC-2005","14:31:23.603",83.6
"IBM","27-DEC-2005","14:31:23.603",83.6
"JP","27-DEC-2005","14:31:23.603",57.46
"JPM","27-DEC-2005","14:31:23.603",40.44
"JZH","27-DEC-2005","14:31:23.603",23.59
"JZH","27-DEC-2005","14:31:23.603",23.59
"DHI","27-DEC-2005","14:31:23.604",36.3
"DYN","27-DEC-2005","14:31:23.604",5.12
"FSL","27-DEC-2005","14:31:23.604",25.94
"GFI","27-DEC-2005","14:31:23.604",17.23
"GLD","27-DEC-2005","14:31:23.604",50.58
"GLH","27-DEC-2005","14:31:23.604",60.8
"HET","27-DEC-2005","14:31:23.604",71.05
"DD","27-DEC-2005","14:31:23.606",43.19
"DDS","27-DEC-2005","14:31:23.606",25
"DQE","27-DEC-2005","14:31:23.606",16.74
"EFX","27-DEC-2005","14:31:23.606",38.38
"ELX","27-DEC-2005","14:31:23.606",20.79
"ESE","27-DEC-2005","14:31:23.606",44.97
"FHR","27-DEC-2005","14:31:23.606",41.75
"GDF","27-DEC-2005","14:31:23.606",11.37
"F","27-DEC-2005","14:31:23.668",7.94
"GLH","27-DEC-2005","14:31:23.742",0
"AEP","27-DEC-2005","14:31:23.744",0
"AGN","27-DEC-2005","14:31:23.744",0
"FDX","27-DEC-2005","14:31:23.744",0
"CBL","27-DEC-2005","14:31:23.745",40.91
"RNR","27-DEC-2005","14:31:23.745",44.46
"SON","27-DEC-2005","14:31:23.745",29.68
"MOT","27-DEC-2005","14:31:23.808",0
"SLR","27-DEC-2005","14:31:23.808",0
"TWX","27-DEC-2005","14:31:23.808",0
"VZ","27-DEC-2005","14:31:23.808",0
"WYE","27-DEC-2005","14:31:23.808",0
"NBR","27-DEC-2005","14:31:23.809",0
"NDE","27-DEC-2005","14:31:23.809",0
"TSO","27-DEC-2005","14:31:23.809",0
"TWX","27-DEC-2005","14:31:23.809",0
"WFR","27-DEC-2005","14:31:23.809",0
"GXP","27-DEC-2005","14:31:23.811",28.27
"JPZ","27-DEC-2005","14:31:23.811",16.97
"KFY","27-DEC-2005","14:31:23.811",18.94
"REY","27-DEC-2005","14:31:23.811",0
"UCI","27-DEC-2005","14:31:23.811",0
"UDR","27-DEC-2005","14:31:23.811",0
"UIS","27-DEC-2005","14:31:23.811",0
"CFR","27-DEC-2005","14:31:24.008",0
"NKE","27-DEC-2005","14:31:24.008",0
"AC","27-DEC-2005","14:31:24.010",56.65
"ACS","27-DEC-2005","14:31:24.010",60.72
"ADC","27-DEC-2005","14:31:24.010",29.3
"AGN","27-DEC-2005","14:31:24.010",109.92
"AM","27-DEC-2005","14:31:24.010",22.18
"ARC","27-DEC-2005","14:31:24.010",9.66
"BA","27-DEC-2005","14:31:24.010",71.99
"BBA","27-DEC-2005","14:31:24.010",2.78
"BEN","27-DEC-2005","14:31:24.010",97.08
"CHK","27-DEC-2005","14:31:24.010",0
"HAR","27-DEC-2005","14:31:24.010",0
"IBM","27-DEC-2005","14:31:24.010",0
"AEP","27-DEC-2005","14:31:24.012",37.25
"AET","27-DEC-2005","14:31:24.012",96.56
"AFL","27-DEC-2005","14:31:24.012",47.02
"AG","27-DEC-2005","14:31:24.012",16.89
"APX","27-DEC-2005","14:31:24.012",9.65
"BJS","27-DEC-2005","14:31:24.012",37.26
"BSG","27-DEC-2005","14:31:24.012",14.29
"CBI","27-DEC-2005","14:31:24.012",24.32
"CBI","27-DEC-2005","14:31:24.012",24.32
"CC","27-DEC-2005","14:31:24.012",22.88
"CC","27-DEC-2005","14:31:24.012",22.88
"CG","27-DEC-2005","14:31:24.012",43.72
"CHK","27-DEC-2005","14:31:24.012",31.5
"BKS","27-DEC-2005","14:31:24.074",43.1
"BR","27-DEC-2005","14:31:24.074",86.23
"CAH","27-DEC-2005","14:31:24.074",68.99
"CBK","27-DEC-2005","14:31:24.074",18.12
"CHG","27-DEC-2005","14:31:24.074",46.58
"CLS","27-DEC-2005","14:31:24.074",10.69
"CRK","27-DEC-2005","14:31:24.074",31.95
"CVS","27-DEC-2005","14:31:24.074",27.26
"VIAb","27-DEC-2005","14:31:24.074",33.25
"ZQK","27-DEC-2005","14:31:24.074",13.89
"SKP","27-DEC-2005","14:31:24.076",21.24
"UNM","27-DEC-2005","14:31:24.076",22.64
"VLO","27-DEC-2005","14:31:24.076",52
"VVI","27-DEC-2005","14:31:24.076",30.83
"WRI","27-DEC-2005","14:31:24.076",39.15
"SFI","27-DEC-2005","14:31:24.078",36.05
"SHS","27-DEC-2005","14:31:24.078",19.14
"SJT","27-DEC-2005","14:31:24.078",43.61
"SKS","27-DEC-2005","14:31:24.078",16.65
"SPG","27-DEC-2005","14:31:24.078",78.29
"SWC","27-DEC-2005","14:31:24.078",11.4
"SWY","27-DEC-2005","14:31:24.078",24.52
"TOL","27-DEC-2005","14:31:24.078",36.05
"SNY","27-DEC-2005","14:31:24.080",45.21
"UST","27-DEC-2005","14:31:24.080",41.44
"VLO","27-DEC-2005","14:31:24.080",52
"WAG","27-DEC-2005","14:31:24.080",44.87
"WB","27-DEC-2005","14:31:24.080",54.1
"SR","27-DEC-2005","14:31:24.082",16.55
"MAT","27-DEC-2005","14:31:24.086",15.98
"NCR","27-DEC-2005","14:31:24.086",34.43
"NKE","27-DEC-2005","14:31:24.086",87.51
"LEH","27-DEC-2005","14:31:24.088",128.86
"LEN","27-DEC-2005","14:31:24.088",61.77
"LII","27-DEC-2005","14:31:24.088",28.67
"MAT","27-DEC-2005","14:31:24.088",15.98
"MAT","27-DEC-2005","14:31:24.088",15.98
"MT","27-DEC-2005","14:31:24.088",26.21
"MVL","27-DEC-2005","14:31:24.088",16.3
"NDE","27-DEC-2005","14:31:24.088",39.44
"LGF","27-DEC-2005","14:31:24.089",7.75
"MSP","27-DEC-2005","14:31:24.089",20.25
"PKI","27-DEC-2005","14:31:24.089",23.24
"PPL","27-DEC-2005","14:31:24.089",29.96
"RAH","27-DEC-2005","14:31:24.089",40.7
"REY","27-DEC-2005","14:31:24.089",28.21
"RGA","27-DEC-2005","14:31:24.089",47.38
"MHK","27-DEC-2005","14:31:24.091",87.95
"PCZ","27-DEC-2005","14:31:24.091",40
"PGN","27-DEC-2005","14:31:24.091",44.49
"PMI","27-DEC-2005","14:31:24.091",41.18
"PMI","27-DEC-2005","14:31:24.091",41.18
"PRU","27-DEC-2005","14:31:24.091",74.45
"PXP","27-DEC-2005","14:31:24.091",41.15
"RI","27-DEC-2005","14:31:24.091",26.35
"RTN","27-DEC-2005","14:31:24.091",40.14
"HAR","27-DEC-2005","14:31:24.093",97.24
"HNZ","27-DEC-2005","14:31:24.093",33.9
"HOV","27-DEC-2005","14:31:24.093",50.74
"IBM","27-DEC-2005","14:31:24.093",83.59
"JBK","27-DEC-2005","14:31:24.093",21.75
"KBH","27-DEC-2005","14:31:24.093",75.04
"KBH","27-DEC-2005","14:31:24.093",75.04
"KEX","27-DEC-2005","14:31:24.093",52.56
"KO","27-DEC-2005","14:31:24.093",41.14
"NFB","27-DEC-2005","14:31:24.093",27.58
"NSM","27-DEC-2005","14:31:24.093",27.15
"NVT","27-DEC-2005","14:31:24.093",45.5
"HNP","27-DEC-2005","14:31:24.095",26.55
"HPQ","27-DEC-2005","14:31:24.095",28.86
"KDN","27-DEC-2005","14:31:24.095",33.12
"DGX","27-DEC-2005","14:31:24.097",52.39
"DHI","27-DEC-2005","14:31:24.097",36.3
"DQE","27-DEC-2005","14:31:24.097",16.74
"DTV","27-DEC-2005","14:31:24.097",14.44
"EMC","27-DEC-2005","14:31:24.097",13.85
"GE","27-DEC-2005","14:31:24.097",35.56
"GE","27-DEC-2005","14:31:24.097",35.56
"GPN","27-DEC-2005","14:31:24.097",47.89
"KFT","27-DEC-2005","14:31:24.097",28.06
"DPZ","27-DEC-2005","14:31:24.160",25.14
"GM","27-DEC-2005","14:31:24.160",19.03
"GPS","27-DEC-2005","14:31:24.160",17.71
"GRP","27-DEC-2005","14:31:24.160",45.36
"GRP","27-DEC-2005","14:31:24.160",45.36
"IWM","27-DEC-2005","14:31:24.293",68.36
"MAT","27-DEC-2005","14:31:24.293",15.98
"LEH","27-DEC-2005","14:31:24.296",128.86
"LTM","27-DEC-2005","14:31:24.296",39.41
"MAT","27-DEC-2005","14:31:24.296",15.98
"MAT","27-DEC-2005","14:31:24.296",15.98
"MLM","27-DEC-2005","14:31:24.296",77.9
"MLM","27-DEC-2005","14:31:24.296",0
"MOT","27-DEC-2005","14:31:24.296",23.49
"MSP","27-DEC-2005","14:31:24.296",20.24
"NBR","27-DEC-2005","14:31:24.296",76.61
"NST","27-DEC-2005","14:31:24.296",28.87
"NVT","27-DEC-2005","14:31:24.296",0
"RHD","27-DEC-2005","14:31:24.296",62.5
"HEW","27-DEC-2005","14:31:24.297",26.94
"MAT","27-DEC-2005","14:31:24.297",0
"MAT","27-DEC-2005","14:31:24.297",0
"PGN","27-DEC-2005","14:31:24.297",0
"PMI","27-DEC-2005","14:31:24.297",0
"PXP","27-DEC-2005","14:31:24.297",0
"SJT","27-DEC-2005","14:31:24.297",0
"SKS","27-DEC-2005","14:31:24.297",0
"ACV","27-DEC-2005","14:31:24.298",0
"APX","27-DEC-2005","14:31:24.298",0
"DNA","27-DEC-2005","14:31:24.298",94.15
"HNP","27-DEC-2005","14:31:24.298",0
"HNZ","27-DEC-2005","14:31:24.298",0
"HOV","27-DEC-2005","14:31:24.298",0
"HPQ","27-DEC-2005","14:31:24.298",0
"JBL","27-DEC-2005","14:31:24.298",37.54
"AET","27-DEC-2005","14:31:24.300",0
"BR","27-DEC-2005","14:31:24.300",0
"CBI","27-DEC-2005","14:31:24.300",0
"GLD","27-DEC-2005","14:31:24.300",0
"KBH","27-DEC-2005","14:31:24.300",0
"KEX","27-DEC-2005","14:31:24.300",0
"KFY","27-DEC-2005","14:31:24.300",0
"KO","27-DEC-2005","14:31:24.300",0
"AVL","27-DEC-2005","14:31:24.302",0
"BJS","27-DEC-2005","14:31:24.302",0
"BKS","27-DEC-2005","14:31:24.302",0
"CCL","27-DEC-2005","14:31:24.302",53.66
"CSE","27-DEC-2005","14:31:24.302",0
"CTB","27-DEC-2005","14:31:24.302",14.95
"EMC","27-DEC-2005","14:31:24.302",0
"JBL","27-DEC-2005","14:31:24.302",0
"AAI","27-DEC-2005","14:31:24.365",15.6
"ADS","27-DEC-2005","14:31:24.365",36.5
"AET","27-DEC-2005","14:31:24.365",96.7
"AHG","27-DEC-2005","14:31:24.365",24.43
"APX","27-DEC-2005","14:31:24.365",9.65
"ASN","27-DEC-2005","14:31:24.365",42.38
"BAC","27-DEC-2005","14:31:24.365",47.12
"BHK","27-DEC-2005","14:31:24.365",12.95
"CCJ","27-DEC-2005","14:31:24.365",61.98
"CCZ","27-DEC-2005","14:31:24.365",40.31
"CFI","27-DEC-2005","14:31:24.365",4.84
"CFR","27-DEC-2005","14:31:24.365",55.28
"CYT","27-DEC-2005","14:31:24.365",47.65
"ARE","27-DEC-2005","14:31:24.366",81.87
"ARO","27-DEC-2005","14:31:24.366",25.9
"ASD","27-DEC-2005","14:31:24.366",40.55
"AVL","27-DEC-2005","14:31:24.366",29.93
"BAX","27-DEC-2005","14:31:24.366",37.89
"BBY","27-DEC-2005","14:31:24.366",44.92
"BJS","27-DEC-2005","14:31:24.366",37.26
"LFG","27-DEC-2005","14:31:24.489",63.45
"LIN","27-DEC-2005","14:31:24.489",24.19
"LSI","27-DEC-2005","14:31:24.489",8.23
"LTR","27-DEC-2005","14:31:24.489",96.09
"MI","27-DEC-2005","14:31:24.489",44.06
"MKC","27-DEC-2005","14:31:24.489",30.62
"MVK","27-DEC-2005","14:31:24.489",40.26
"MXO","27-DEC-2005","14:31:24.489",7.1
"NCI","27-DEC-2005","14:31:24.489",22.46
